CHARACTERS  346336  AVG_TIME_MEAN_BOOK_1    1116.2  STD_DEVIATION_1 45.0022
CHARACTERS  941272  AVG_TIME_MEAN_BOOK_2    2986.2  STD_DEVIATION_2 25.5676
CHARACTERS  1208743 AVG_TIME_MEAN_BOOK_3    3829.4  STD_DEVIATION_3 18.783
CHARACTERS  1850466 AVG_TIME_MEAN_BOOK_4    6012.8  STD_DEVIATION_4 96.1988
CHARACTERS  2108134 AVG_TIME_MEAN_BOOK_5    7039    STD_DEVIATION_5 48.4149
